id,name,country,region,wmo,icao,latitude,longitude,elevation,timezone,hourly_start,hourly_end,daily_start,daily_end,monthly_start,monthly_end,distance
KMHE0,Mitchell / River Bluff Addition,US,SD,,KMHE,43.7748,-98.0386,398.0,America/Chicago,2006-01-01,2023-07-31,2006-01-01,2022-04-24,2006-01-01,2022-01-01,401891.0127387577
72549,Fort Dodge,US,IA,72549,KFOD,42.55,-94.1833,354.0,America/Chicago,2006-01-01,2023-07-31,2006-01-01,2022-04-25,2006-01-01,2022-01-01,403622.03248246014
71441,Gretna,CA,MB,71441,CWGN,49.03,-97.56,253.0,America/Winnipeg,1981-10-26,2023-07-04,1885-04-20,2023-07-28,1885-01-01,2022-01-01,403691.0007888483
KSLB0,Storm Lake / Casino Beach,US,IA,,KSLB,42.5973,-95.2407,454.0,America/Chicago,2006-01-01,2023-07-31,2006-01-01,2022-04-24,2014-01-01,2022-01-01,406464.44479468476
KSTE0,Stevens Point / Park Ridge,US,WI,,KSTE,44.5451,-89.5303,338.0,America/Chicago,2006-01-01,2023-07-31,2006-01-01,2022-04-24,2006-01-01,2022-01-01,409126.1685464863
KLRJ0,Le Mars / Armel Acres Mobile Home Estates,US,IA,,KLRJ,42.7779,-96.1937,365.0,America/Chicago,2006-01-01,2023-07-31,2006-01-01,2022-04-24,2011-01-01,2022-01-01,409270.67425869545
K96D0,Walhalla,US,ND,,K96D,48.9406,-97.9028,291.0,America/Chicago,2010-11-18,2023-07-31,2010-11-19,2022-03-09,2016-01-01,2016-01-01,412796.62234976265
KAIG0,Antigo,US,WI,,KAIG,45.1542,-89.1107,464.0,America/Chicago,2006-01-01,2023-07-31,2006-01-01,2022-04-24,2006-01-01,2022-01-01,413218.8219194813
SFHU0,New Lisbon Mauston Airport,US,WI,,K82C,43.8387,-90.1377,276.0,America/Chicago,2022-05-06,2023-07-31,,,,,413317.5302177548
A4QYJ,Devils Lake Municipal Airport,US,ND,,KDVL,48.1167,-98.9167,443.0,America/Chicago,2022-04-23,2023-07-31,2022-04-23,2022-04-26,,,415075.5666020034
KEBS0,Webster City / Highview,US,IA,,KEBS,42.4365,-93.8691,342.0,America/Chicago,2006-01-01,2023-07-31,2006-01-01,2022-04-24,2010-01-01,2022-01-01,417180.7983557357
KIFA0,Iowa Falls / Racine,US,IA,,KIFA,42.4708,-93.27,347.0,America/Chicago,2007-10-16,2023-07-31,2007-10-19,2022-04-24,2014-01-01,2022-01-01,419317.3315028065
20QWH,Rennie,CA,MB,,,49.85,-95.53,323.0,America/Winnipeg,,,2000-01-01,2022-12-09,2000-01-01,2009-01-01,419513.3974582138
N74GR,Dryden Regional,CA,ON,71527,,49.83,-92.74,413.0,America/Rainy_River,2020-01-01,2022-12-14,2010-09-24,2022-12-11,2011-01-01,2022-01-01,420595.1359193806
71582,Dryden,CA,ON,,CYHD,49.8317,-92.7333,413.0,America/Winnipeg,1962-01-01,2023-07-31,1977-07-01,2023-07-28,2006-01-01,2022-01-01,420907.82086502615
8ZB0I,Kleefeld (mafri),CA,MB,71646,,49.52,-96.9,246.0,America/Winnipeg,2020-01-01,2022-12-14,2014-09-17,2022-12-11,2014-01-01,2022-01-01,421659.77248247975
71637,Dryden,CA,ON,,CXDR,49.8583,-92.7971,410.0,America/Rainy_River,2014-04-04,2023-07-06,,,,,422540.3827929376
71435,Upsala,CA,ON,71435,CWDV,49.03,-90.47,488.0,America/Nipigon,1981-10-26,2023-07-31,1973-01-01,2023-07-28,1973-01-01,2022-01-01,423707.2441416743
KD550,Langdon,US,ND,,KD55,48.7531,-98.3937,490.0,America/Chicago,2020-01-14,2023-07-31,2020-01-14,2022-04-24,2020-01-01,2022-01-01,424342.38029743434
72516,Bennington / Napoleon,US,VT,72516,K5B5,46.4944,-99.7601,604.0,America/New_York,,,2006-06-03,2023-07-23,2006-01-01,2021-01-01,426430.7289967425
KOLZ0,Oelwein,US,IA,,KOLZ,42.6808,-91.9745,328.0,America/Chicago,2006-01-01,2023-07-31,2006-01-05,2022-04-24,2012-01-01,2022-01-01,428030.42746273597
KPDC0,Prairie Du Chien / Selchs Mobile Home Park,US,WI,,KPDC,43.0193,-91.1237,201.0,America/Chicago,2006-01-01,2023-07-31,2006-01-01,2022-04-24,2007-01-01,2022-01-01,428543.10602722643
GCHAU,Schanzenfeld,CA,MB,,,49.13,-97.95,277.0,America/Winnipeg,,,2000-01-01,2022-12-11,2000-01-01,2021-01-01,430637.3540836441
KOVS0,Boscobel,US,WI,,KOVS,43.1608,-90.67399999999999,205.0,America/Chicago,2006-01-01,2023-07-31,2006-01-01,2022-04-24,2006-01-01,2022-01-01,437459.0610207438
72548,Waterloo Municipal Airport,US,IA,72548,KALO,42.55,-92.0667,266.0,America/Chicago,1960-03-01,2023-07-31,1950-03-01,2023-07-23,1950-01-01,2022-01-01,438457.0637943439
KYKN0,Yankton / Yangton [Misspelling],US,SD,,KYKN,42.9167,-97.3859,398.0,America/Chicago,2006-01-01,2023-07-31,2006-01-01,2022-04-24,2009-01-01,2022-01-01,440900.7689861151
71564,Morden CDA CS,CA,MB,71564,CXMD,49.19,-98.08,298.0,America/Winnipeg,2001-09-16,2023-07-31,1999-12-01,2023-07-28,1999-01-01,2022-01-01,441920.91731719376
71667,Thunder Bay CS,CA,ON,71667,CZTB,48.37,-89.33,199.0,America/Thunder_Bay,2005-01-01,2023-07-31,2003-10-01,2023-07-28,2003-01-01,2022-01-01,442116.08872117416
NLAUF,Thunder Bay,CA,ON,71072,,48.37,-89.32,199.0,America/Thunder_Bay,2020-05-08,2022-12-14,2012-02-09,2022-12-11,1954-01-01,2022-01-01,442745.45056093694
71749,"Thunder Bay, Ontario",CA,ON,71749,CYQT,48.3667,-89.3167,199.0,America/Thunder_Bay,1955-07-02,2023-07-31,1957-01-02,2022-04-25,1957-01-01,2022-01-01,442761.485372935
KC350,Reedsburg / Maple Aire Mobile Village,US,WI,,KC35,43.5259,-89.9832,276.0,America/Chicago,2020-01-14,2023-07-31,2020-01-14,2022-04-24,2020-01-01,2022-01-01,445735.3655533359
72557,Sioux Gateway Airport,US,IA,72557,KSUX,42.3833,-96.05,335.0,America/Chicago,1942-10-01,2023-07-31,1942-10-01,2023-07-24,1942-01-01,2022-01-01,446461.80173992744
L1YUU,Thunder Bay Burwood,CA,ON,,,48.41,-89.28,200.0,America/Thunder_Bay,,,2005-11-01,2020-03-25,2005-01-01,2014-01-01,447594.4349423539
72744,Hancock Houghton Cty. Memo,US,MI,72744,KCMX,47.1667,-88.4833,334.0,America/Detroit,1973-01-01,2023-07-31,1948-01-01,2023-07-23,1948-01-01,2022-01-01,451352.73607846233
KIIB0,Independence / Pine Ridge Mobile Home Court,US,IA,,KIIB,42.4569,-91.9477,298.0,America/Chicago,2006-01-01,2023-07-31,2006-01-01,2022-04-24,2014-01-01,2022-01-01,451758.7801552472
LII7V,Hazelwood,CA,ON,,,48.47,-89.27,322.0,America/Thunder_Bay,,,2016-01-04,2022-12-12,2016-01-01,2022-01-01,451767.42199028225
CXQT0,Thunder Bay,CA,ON,,CXQT,48.4333,-89.2167,190.0,America/Thunder_Bay,2020-04-20,2023-06-21,2020-04-21,2021-05-12,,,452929.85383253696
KY500,Wautoma,US,WI,,KY50,44.0416,-89.3045,262.0,America/Chicago,2014-07-31,2023-07-31,2014-08-01,2022-04-24,2020-01-01,2022-01-01,453202.4884326333
71751,Welcome Island,CA,ON,71751,CWEC,48.37,-89.12,211.0,America/Thunder_Bay,1996-11-01,2023-07-06,1967-05-01,2023-07-23,1967-01-01,2022-01-01,455411.82812463894
KPCZ0,Waupaca,US,WI,,KPCZ,44.3332,-89.0198,256.0,America/Chicago,2006-01-01,2023-07-31,2006-01-04,2022-04-24,2008-01-01,2022-01-01,455982.51977392694
K9D70,Cando,US,ND,,K9D7,48.48,-99.2364,452.0,America/Chicago,2010-11-18,2023-07-31,2010-11-19,2021-10-18,2014-01-01,2016-01-01,456116.5742459046
9Y8VW,Pinawa Canwarn,CA,MB,,,50.15,-95.89,278.0,America/Winnipeg,,,2005-02-01,2022-12-10,2005-01-01,2022-01-01,458423.4921848084
KDLL0,Baraboo / West Baraboo,US,WI,,KDLL,43.522,-89.7709,298.0,America/Chicago,2006-01-01,2023-07-31,2006-01-01,2022-04-24,2008-01-01,2022-01-01,458690.8056928072
KLNR0,Lone Rock,US,WI,,KLNR,43.2119,-90.1798,219.0,America/Chicago,1973-01-01,2023-07-31,2004-01-03,2022-04-24,2005-01-01,2022-01-01,459275.67075920844
KBNW0,Boone,US,IA,,KBNW,42.0496,-93.8476,354.0,America/Chicago,2006-01-01,2023-07-31,2006-01-01,2022-04-24,2011-01-01,2022-01-01,460227.0972371788
MUKMN,Oakbank,CA,MB,,,49.93,-96.85,246.0,America/Winnipeg,,,2000-01-01,2022-09-14,2000-01-01,2022-01-01,460380.08315128955
Y59TE,Carroll,US,IA,,KCIN,42.05,-94.7833,375.0,America/Chicago,2022-04-23,2023-07-31,2022-04-23,2022-04-25,,,461376.4330025626
KCLI0,Clintonville,US,WI,,KCLI,44.6133,-88.7307,251.0,America/Chicago,2006-01-01,2023-07-31,2006-01-01,2022-04-01,2007-01-01,2022-01-01,462742.53058323514
K7L20,Linton,US,ND,,K7L2,46.2206,-100.2456,542.0,America/Chicago,2011-05-13,2023-07-31,2011-05-14,2022-03-09,,,463421.21282168705
KMIW0,Marshalltown / Maulsby,US,IA,,KMIW,42.1127,-92.9178,297.0,America/Chicago,2006-01-01,2023-07-31,2006-01-01,2022-04-24,2006-01-01,2021-01-01,464053.25582555425
71448,Pinawa,CA,MB,71448,CWEA,50.18,-96.06,268.0,America/Winnipeg,1991-06-11,2023-07-05,1991-12-01,2023-07-28,1993-01-01,2022-01-01,465152.8317618916
DGX32,Pinawa Wnre,CA,MB,,,50.18,-96.06,267.0,America/Winnipeg,,,2000-01-01,2018-03-31,2000-01-01,2014-01-01,465152.8317618916
71579,Winnipeg The Forks,CA,MB,71579,CXWN,49.89,-97.13,230.0,America/Winnipeg,2001-09-16,2023-07-30,1999-11-01,2023-07-28,1999-01-01,2022-01-01,465662.3144873952
71147,Carman U Of M CS,CA,MB,71147,CWNK,49.5,-98.03,268.0,America/Winnipeg,1996-11-01,2023-07-31,1995-06-27,2023-07-28,1995-01-01,2022-01-01,465739.1274391995
DCBG8,Winnipeg Charleswood 2,CA,MB,,,49.85,-97.27,238.0,America/Winnipeg,,,2004-10-27,2022-06-01,2004-01-01,2022-01-01,466725.14617010235
KEZS0,Shawano,US,WI,,KEZS,44.7873,-88.56,248.0,America/Chicago,2009-02-01,2023-07-31,2009-03-12,2022-04-24,2012-01-01,2022-01-01,467728.8895760995
71461,Trowbridge Island,CA,AB,,CPEL,48.3,-88.8667,218.0,America/Thunder_Bay,1984-09-21,2023-07-05,1984-09-23,2023-07-27,2008-01-01,2022-01-01,467921.8648291813
KAMW0,Ames / Old Orchard Mobile Home Park,US,IA,,KAMW,41.9921,-93.6218,291.0,America/Chicago,2006-01-01,2023-07-31,2006-01-01,2022-04-24,2006-01-01,2022-01-01,468110.95224466734
W5F5F,Harvey Municipal Airport,US,ND,,K5H4,47.7912,-99.9317,490.0,America/Chicago,2022-05-06,2023-07-31,,,,,468492.62038411765
71842,Sioux Lookout Airport,CA,ON,71842,CYXL,50.11,-91.91,383.0,America/Winnipeg,1955-07-02,2023-07-31,1938-08-01,2023-07-22,1938-01-01,2022-01-01,469452.16162370413
SR36N,Sioux Lookout Airport,CA,ON,73017,,50.11,-91.91,338.0,America/Winnipeg,2020-01-01,2023-03-31,2018-09-15,2022-12-12,2018-01-01,2022-01-01,469452.16162370413
71852,Winnipeg Airport,CA,MB,71852,CYWG,49.9,-97.2333,239.0,America/Winnipeg,1955-07-02,2023-07-31,1938-01-03,2022-04-25,1938-01-01,2022-01-01,470236.9589755785
71840,Deerwood RCS,CA,MB,71840,CXDW,49.4,-98.32,341.0,America/Winnipeg,2004-11-14,2023-07-31,2000-01-01,2023-07-23,2000-01-01,2022-01-01,470913.2245289227
ZFZUV,Winnipeg Intl Airport,CA,MB,,,49.91,-97.24,239.0,America/Winnipeg,2020-01-01,2022-12-14,2018-10-30,2022-12-11,2018-01-01,2021-01-01,471440.9415763961
C9NCB,Miami Thiessen,CA,MB,,,49.45,-98.25,297.0,America/Winnipeg,,,2000-01-01,2016-06-13,2000-01-01,2016-01-01,471712.59144294745
71849,Winnipeg Airport CS,CA,MB,71849,,49.92,-97.25,239.0,America/Winnipeg,2001-09-16,2023-07-07,1996-10-01,2023-07-23,1996-01-01,2022-01-01,472761.3669996422
KIMT0,Iron Mountain,US,MI,,KIMT,45.8184,-88.1146,360.0,America/Menominee,2006-01-01,2023-07-31,2006-01-01,2022-04-24,2006-01-01,2022-01-01,473429.61122518725
KVTI0,Vinton,US,IA,,KVTI,42.2186,-92.0259,257.0,America/Chicago,2006-01-01,2023-07-31,2006-01-01,2022-04-25,2015-01-01,2022-01-01,473956.2916406811
KDNS0,Denison / Kimze,US,IA,,KDNS,41.9866,-95.3805,388.0,America/Chicago,2006-01-01,2023-07-31,2006-01-01,2022-04-24,2014-01-01,2022-01-01,475318.6837749492
72653,Chamberlain Municipal Airport,US,SD,72653,K9V9,43.7667,-99.3167,517.0,America/Chicago,2006-01-01,2023-07-31,1998-02-01,2023-07-23,1998-01-01,2022-01-01,482073.029484152
KMRJ0,Mineral Point / Linden,US,WI,,KMRJ,42.8868,-90.2362,357.0,America/Chicago,2006-01-01,2023-07-31,2006-01-01,2022-04-24,2007-01-01,2022-01-01,483541.0188590529
KMBG0,Mobridge,US,SD,,KMBG,45.5463,-100.4063,523.0,America/Chicago,2006-01-01,2023-07-31,2006-01-01,2022-04-24,2006-01-01,2022-01-01,483814.68949991616
V2BQ7,Perry Municipal Airport,US,IA,,KPRO,41.828,-94.1599,309.0,America/Chicago,2022-04-23,2023-07-31,2022-04-23,2022-04-23,,,483918.7296980387
71148,Pilot Mound,CA,MB,71148,CWPO,49.19,-98.9,470.0,America/Winnipeg,1957-12-04,2023-07-31,1957-12-01,2023-07-28,1957-01-01,2022-01-01,484195.51036051963
72652,"Pickstown, Sd.",US,SD,72652,,43.0667,-98.5333,453.0,America/Chicago,,,1948-01-01,2017-04-16,1948-01-01,2017-01-01,485847.47960331436
71AZC,Stony Mountain,CA,MB,,,50.12,-97.17,236.0,America/Winnipeg,,,2000-01-01,2022-12-05,2000-01-01,2022-01-01,489556.2952008852
KLCG0,Wayne,US,NE,,KLCG,42.2416,-96.9823,436.0,America/Chicago,2006-01-01,2023-07-31,2006-01-04,2022-04-19,2009-01-01,2022-01-01,489943.4853801062
KPVB0,Platteville / Ipswich,US,WI,,KPVB,42.6894,-90.4444,312.0,America/Chicago,2008-08-25,2023-07-31,2008-08-27,2022-04-24,2015-01-01,2022-01-01,490425.4115718319
MRBBU,St Claude,CA,MB,,,49.65,-98.37,311.0,America/Winnipeg,,,2000-01-01,2018-04-05,2000-01-01,2014-01-01,494222.5316580352
KATW0,Appleton / Greenville,US,WI,,KATW,44.2581,-88.5191,280.0,America/Chicago,2006-01-01,2023-07-31,2020-01-14,2022-04-24,2020-01-01,2022-01-01,495075.38603701966
71570,Great Falls,CA,MB,71570,,50.52,-95.98,253.0,America/Winnipeg,2005-02-18,2023-07-05,2005-01-20,2023-07-28,2005-01-01,2022-01-01,499733.666174416
71295,Ear Falls,CA,ON,71295,CXEA,50.63,-93.22,363.0,America/Rainy_River,2003-06-17,2023-07-31,1999-01-01,2023-07-28,1999-01-01,2022-01-01,500340.9625125631
KADU0,Audubon / Nishna,US,IA,,KADU,41.7014,-94.9205,392.0,America/Chicago,2006-01-01,2023-07-31,2006-01-01,2022-04-24,2011-01-01,2022-01-01,501084.9324996202
KRUG0,Rugby,US,ND,,KRUG,48.3904,-100.0243,472.0,America/Chicago,2010-12-10,2023-07-31,2010-12-10,2022-04-24,2014-01-01,2022-01-01,501704.3806576132
KIKV0,Ankeny / Oakwood Heights Mobile Home Park,US,IA,,KIKV,41.6911,-93.5665,277.0,America/Chicago,2006-01-01,2023-07-31,2006-01-01,2022-04-24,2011-01-01,2022-01-01,501870.8604427268
YTT70,Marquette,CA,MB,,,50.01,-97.81,244.0,America/Winnipeg,,,2000-01-01,2022-12-07,2000-01-01,2022-01-01,502216.3075315769
72538,Copper Harbor,US,MI,72538,KP59,47.4667,-87.8833,191.0,America/Detroit,2006-01-01,2023-07-31,2004-11-11,2023-07-23,2004-01-01,2022-01-01,502973.6248099519
KMXO0,Monticello,US,IA,,KMXO,42.2204,-91.1633,254.0,America/Chicago,2006-01-01,2023-03-06,2006-01-01,2022-04-24,2014-01-01,2022-01-01,503214.38973520044
KC290,Middleton,US,WI,,KC29,43.1143,-89.5315,283.0,America/Chicago,2020-01-14,2023-07-31,2020-01-14,2022-04-24,2020-01-01,2022-01-01,503756.2611597244
72764,Bismarck Municipal Airport,US,ND,72764,KBIS,46.7833,-100.75,511.0,America/Chicago,1936-07-01,2023-07-31,1936-07-01,2023-07-24,1936-01-01,2022-01-01,504087.10698943393
K06D0,Rolla,US,ND,,K06D,48.8844,-99.6208,556.0,America/Chicago,2010-11-18,2023-07-31,2010-11-19,2022-03-09,2017-01-01,2017-01-01,504442.50779187895
KOSH0,Oshkosh / Stony Beach,US,WI,,KOSH,43.9844,-88.557,246.0,America/Chicago,2006-01-01,2023-07-31,2006-01-01,2022-04-24,2006-01-01,2022-01-01,507264.27728230756
KTNU0,Newton / Coal Siding (Historical),US,IA,,KTNU,41.6744,-93.0217,291.0,America/Chicago,2006-01-01,2023-07-31,2006-01-01,2022-04-24,2011-01-01,2022-01-01,510109.05492072273
58G7B,St Alphonse,CA,MB,,,49.45,-99.02,403.0,America/Winnipeg,,,2000-01-01,2016-06-12,2000-01-01,2016-01-01,510223.0867896083
KGGI0,Grinnel / Westfield,US,IA,,KGGI,41.7099,-92.736,307.0,America/Chicago,2006-08-31,2023-07-31,2006-09-03,2022-04-24,2011-01-01,2022-01-01,511057.788727675
71851,Portage Southport,CA,MB,71851,CYPG,49.9,-98.28,273.0,America/Winnipeg,1955-07-02,2023-07-28,1941-07-01,2022-12-13,1941-01-01,2022-01-01,511788.78952987585
72645,Austin Straubel International  Airport,US,WI,72645,KGRB,44.4833,-88.1333,212.0,America/Chicago,1950-01-01,2023-07-31,1886-09-01,2023-07-23,1886-01-01,2022-01-01,511880.4391768534
HEZQT,Baldur,CA,MB,,,49.28,-99.29,450.0,America/Winnipeg,,,2000-01-01,2022-11-29,2000-01-01,2021-01-01,512098.7011799048
KOCQ0,Oconto,US,WI,,KOCQ,44.8742,-87.9096,184.0,America/Chicago,2014-07-31,2023-07-31,2014-08-06,2022-04-24,2020-01-01,2022-01-01,512633.8084586803
72743,Marquette,US,MI,72743,KMQT,46.5333,-87.55,434.0,America/Detroit,1973-01-01,2023-07-10,1857-09-01,2023-07-23,1857-01-01,2022-01-01,513464.44719603227
KPIR0,Pierre / Alto,US,SD,,KPIR,44.3827,-100.286,532.0,America/Chicago,1944-03-01,2023-07-31,1973-01-01,2022-04-24,1981-01-01,2020-01-01,514556.92066185735
KY190,Mandan / On-A-Slant Village (Historical),US,ND,,KY19,46.768,-100.8944,593.0,America/North_Dakota/New_Salem,2010-11-18,2023-07-31,2010-11-19,2022-04-25,2015-01-01,2022-01-01,514890.1935100859
KTQE0,Tekamah / Westside Mobile Home Park,US,NE,,KTQE,41.7635,-96.1779,313.0,America/Chicago,2006-01-01,2023-07-31,2006-01-01,2022-04-24,2006-01-01,2021-01-01,515334.45416892174
SJZBK,Holland,CA,MB,,,49.61,-98.88,375.0,America/Winnipeg,,,2000-01-01,2022-12-04,2000-01-01,2009-01-01,515586.388262934
6URQB,Portage La Prairie CDA,CA,MB,,,49.95,-98.27,259.0,America/Winnipeg,,,2000-01-01,2022-12-09,2000-01-01,2022-01-01,515770.834079872
72545,Cedar Rapids / Konigsmark,US,IA,72545,KCID,41.8851,-91.7123,265.0,America/Chicago,1973-01-01,2023-07-31,1953-06-01,2023-07-23,1953-01-01,2022-01-01,517938.5729783627
72546,Des Moines International,US,IA,72546,KDSM,41.5333,-93.6531,292.0,America/Chicago,1973-01-01,2023-07-31,1945-07-01,2023-07-23,1945-01-01,2022-01-01,518674.53303483257
KHNR0,Harlan / Corley,US,IA,,KHNR,41.5844,-95.3397,375.0,America/Chicago,2006-01-01,2023-07-31,2006-01-01,2022-04-24,2012-01-01,2022-01-01,518741.6410556516
NCUQS,Portage Romance,CA,MB,,,49.98,-98.3,262.0,America/Winnipeg,,,2007-01-01,2022-12-10,2007-01-01,2022-01-01,519725.44598453963
I0EZ7,Cypress River RCS,CA,MB,71239,,49.56,-99.07,374.0,America/Winnipeg,2020-01-01,2022-12-14,2009-09-15,2022-12-11,2009-01-01,2022-01-01,521313.02662646555
UACRV,Belmont,CA,MB,,,49.3,-99.45,482.0,America/Winnipeg,,,2000-01-01,2016-10-13,2000-01-01,2016-01-01,522416.04284492164
KFLD0,Fond Du Lac / Fond Du Lac,US,WI,,KFLD,43.7712,-88.4884,246.0,America/Chicago,1999-01-01,2023-07-31,1999-01-01,2022-04-24,2005-01-01,2022-01-01,524408.6969357808
KMNM0,Menominee / Bayside Mobile Estates,US,MI,,KMNM,45.1267,-87.6384,191.0,America/Chicago,2005-01-01,2023-07-31,2005-01-01,2022-04-24,2005-01-01,2022-01-01,524848.3765896725
